OrderDetailID,OrderID,ProductID,Quantity,SupplierID
171,7655525,11102,20,6
172,7655526,12546,13,4
173,7655526,868,2,1
174,7655526,17952,4,5
175,7655526,22056,14,5
176,7655526,10011,4,2
177,7655527,14161,20,2
178,7655527,10557,3,1
179,7655527,19065,1,5
180,7655527,19895,9,6
181,7655527,1343,10,3
182,7655527,9542,12,4
183,7655527,13341,9,1
184,7655527,6397,3,1
185,7655527,8903,5,2
186,7655528,17693,6,6
187,7655528,8456,3,4
188,7655528,831,18,1
189,7655528,18044,6,2
190,7655528,4833,16,5
191,7655528,10748,15,4
192,7655529,13321,13,2
193,7655529,9019,9,5
194,7655529,12716,1,1
195,7655529,8751,8,3
196,7655530,8304,12,2
197,7655530,6491,2,1
198,7655530,12597,4,4
199,7655530,4410,9,4
200,7655531,18871,8,3
201,7655531,2939,11,2
202,7655531,19879,10,5
203,7655532,2913,17,6
204,7655533,17623,19,6
205,7655534,18612,17,4
206,7655534,14920,2,2
207,7655534,21346,4,6
208,7655534,11025,18,5
209,7655534,21351,1,1
210,7655534,1024,13,4
211,7655535,18389,18,5
212,7655535,20343,7,2
213,7655536,7789,15,2
214,7655536,1868,2,5
215,7655536,17371,10,2
216,7655536,4638,7,4
217,7655536,8095,9,2
218,7655536,15215,20,3
219,7655536,2781,7,4
220,7655536,336,20,3
221,7655536,19209,1,5
222,7655537,14246,5,5
223,7655537,131,15,4
224,7655537,2595,1,6
225,7655537,12720,7,3
226,7655537,116,18,5
227,7655537,8513,4,2
228,7655537,2306,6,4
229,7655537,4588,20,6
230,7655537,14021,3,6
231,7655538,15811,20,2
232,7655538,4755,20,4
233,7655538,1780,18,3
234,7655538,2494,6,3
235,7655538,1515,5,1
236,7655538,515,15,3
237,7655539,7872,9,5
238,7655539,3902,16,2
239,7655539,13034,4,4
240,7655539,7143,15,5
241,7655539,5069,10,5
242,7655539,12007,8,3
243,7655539,6006,1,3
244,7655539,9913,17,5
245,7655540,16215,16,6
246,7655540,5831,18,4
247,7655540,638,9,3
248,7655540,5631,17,6
249,7655540,15368,15,1
250,7655540,15814,15,4
251,7655540,21856,11,6
252,7655540,3866,3,4
253,7655540,12993,8,3
254,7655541,21659,9,6
255,7655542,15859,9,5
256,7655542,1759,6,4
257,7655542,15539,8,6
258,7655542,13503,8,5
259,7655542,18003,17,1
260,7655542,3359,11,4
261,7655542,2049,12,1
262,7655542,16507,3,5
263,7655543,21418,7,3
264,7655543,13917,15,2
265,7655543,4342,13,5
266,7655543,2450,13,1
267,7655543,1646,18,5
268,7655543,1279,11,2
269,7655543,20857,12,6
270,7655543,14941,20,6
271,7655543,10092,16,3
272,7655544,14218,7,4
273,7655544,8275,16,4
274,7655544,15480,14,2
275,7655545,13867,15,5
276,7655545,9325,1,6
277,7655545,11198,10,3
278,7655546,8093,7,6
279,7655546,4528,4,1
280,7655546,4123,4,4
281,7655546,6018,12,2
282,7655546,11084,20,4
283,7655546,18299,8,4
284,7655547,12657,18,5
285,7655547,17848,15,4
286,7655547,15877,6,5
287,7655547,21059,12,4
288,7655547,5583,2,4
289,7655547,6810,14,2
290,7655547,18369,15,2
291,7655547,8369,9,4
292,7655548,20427,6,2
293,7655549,20610,20,3
294,7655549,13468,10,3
295,7655549,5559,17,6
296,7655549,15077,14,2
297,7655549,21590,13,5
298,7655549,16696,8,2
299,7655549,1538,9,2
300,7655550,8331,9,5
301,7655550,13772,10,1
302,7655550,10991,3,3
303,7655550,19917,6,4
304,7655550,17614,17,5
305,7655550,2556,1,5
306,7655550,7411,10,2
307,7655550,14161,8,6
308,7655551,18661,10,4
309,7655552,2782,3,1
310,7655553,6602,19,6
311,7655553,13495,10,4
312,7655553,8668,3,2
313,7655554,9057,8,5
314,7655554,11640,2,1
315,7655554,5657,19,1
316,7655554,4147,16,3
317,7655554,13137,3,6
318,7655554,2538,2,4
319,7655554,21397,19,1
320,7655554,21719,16,2
321,7655555,1785,5,3
322,7655555,20825,16,5
323,7655555,7094,10,5
324,7655555,1339,12,6
325,7655555,13221,18,4
326,7655555,14144,7,4
327,7655555,2417,2,3
328,7655555,9968,15,3
329,7655555,20150,7,1
330,7655556,20530,10,2
331,7655556,14243,12,5
332,7655557,9982,11,6
333,7655557,11727,16,6
334,7655557,7442,2,5
335,7655557,14935,11,5
336,7655557,10627,17,6
337,7655557,1254,11,2
338,7655557,14779,19,5
339,7655557,3799,10,1
340,7655557,20581,11,4
341,7655557,21577,1,6
342,7655558,15529,11,3
343,7655558,20925,10,6
344,7655558,9632,7,4
345,7655558,6368,9,1
346,7655559,5808,2,4
347,7655559,17266,7,5
348,7655559,19395,9,3
349,7655559,7404,8,5
350,7655559,4911,3,3
351,7655559,5306,1,6
352,7655559,12482,8,6
353,7655559,13954,9,2
354,7655559,63,10,5
355,7655560,19588,14,6
356,7655560,4424,13,1
357,7655561,5482,5,4
358,7655561,18163,19,4
359,7655561,21075,4,2
360,7655561,15150,7,6
361,7655561,11988,2,3
362,7655562,6360,11,4
363,7655562,18214,17,2
364,7655562,7315,5,2
365,7655562,14105,12,3
366,7655563,20456,5,1
367,7655563,19159,2,1
368,7655564,16335,13,4
369,7655564,1427,12,2
370,7655564,19747,7,5
371,7655564,6081,1,5
372,7655564,11149,4,6
373,7655564,8950,8,4
374,7655564,9466,4,3
375,7655565,12156,1,3
376,7655565,18994,2,2
377,7655565,14095,4,6
378,7655565,12194,1,1
379,7655565,4375,20,3
380,7655565,13060,16,1
381,7655565,1725,13,3
382,7655565,3953,16,1
383,7655565,181,17,6
384,7655566,18857,2,4
385,7655567,10811,5,1
386,7655567,954,13,4
387,7655567,482,3,3
388,7655567,174,2,5
389,7655567,21722,1,3
390,7655568,17729,19,4
391,7655568,20260,19,3
392,7655568,5174,14,3
393,7655568,17062,1,1
394,7655568,5902,12,4
395,7655568,1763,6,4
396,7655568,10493,10,1
397,7655568,15894,17,4
398,7655569,20831,7,1
399,7655569,1483,3,1
400,7655569,4529,9,4
401,7655570,19674,16,4
402,7655570,21899,17,1
403,7655570,11611,11,6
404,7655570,14084,7,1
405,7655571,21961,1,3
406,7655571,5671,15,3
407,7655571,19285,7,6
408,7655571,5223,7,3
409,7655571,14927,19,2
410,7655571,5243,8,3
411,7655571,4852,6,5
412,7655572,18136,4,1
413,7655573,2759,10,5
414,7655573,16412,14,5
415,7655573,1558,6,6
416,7655573,2886,18,2
417,7655573,7658,16,2
418,7655573,11295,6,6
419,7655573,7141,3,5
420,7655573,9744,2,4
421,7655573,16601,18,3
422,7655574,5316,13,5
423,7655574,21130,17,1
424,7655574,15881,8,6
425,7655574,9424,3,1
426,7655574,7453,13,2
427,7655574,13038,8,1
428,7655574,18507,19,3
429,7655575,12458,14,2
430,7655575,3822,18,5
431,7655575,17463,15,6
432,7655575,12963,4,4
433,7655575,959,18,1
434,7655575,17635,4,5
435,7655575,13091,6,1
436,7655575,12198,18,6
437,7655575,2068,20,6
438,7655576,19316,8,5
439,7655576,4802,7,3
440,7655576,10386,13,5
441,7655576,6358,13,1
442,7655576,939,14,3
443,7655576,8172,17,5
444,7655576,6973,10,1
445,7655576,19235,6,1
446,7655576,1755,6,4
447,7655576,18266,19,6
448,7655577,4807,6,3
449,7655577,12320,19,4
450,7655577,21277,8,3
451,7655578,5293,17,5
452,7655578,6011,3,4
453,7655578,11021,14,4
454,7655578,8980,15,3
455,7655578,4711,18,1
456,7655578,10256,10,4
457,7655578,1365,5,1
458,7655578,11226,18,5
459,7655578,16733,2,6
460,7655578,4445,18,6
461,7655579,9823,13,3
462,7655580,20312,20,4
463,7655580,3211,15,3
464,7655580,9064,7,4
465,7655580,20098,1,5
466,7655580,7183,12,6
467,7655580,1461,20,4
468,7655580,16864,16,6
469,7655581,13192,19,3
470,7655582,2156,5,3
471,7655582,15792,17,6
472,7655582,7715,3,6
473,7655582,10282,17,4
474,7655583,15499,20,5
475,7655583,2633,6,3
476,7655583,791,11,2
477,7655583,19777,4,3
478,7655583,17579,11,6
479,7655583,12652,10,2
480,7655584,18573,13,5
481,7655584,19563,9,2
482,7655584,124,9,5
483,7655584,11504,16,2
484,7655584,18943,18,4
485,7655584,12686,18,4
486,7655584,667,17,3
487,7655584,13640,7,6
488,7655584,14862,11,2
489,7655584,551,6,4
490,7655585,1840,11,6
491,7655585,21370,5,2
492,7655585,16717,13,1
493,7655585,18401,18,6
494,7655585,14709,8,1
495,7655585,16576,19,6
496,7655586,134,8,2
497,7655586,2832,8,3
498,7655586,7133,12,1
499,7655586,11734,9,5
500,7655587,10495,10,1
501,7655587,21471,15,5
502,7655588,7610,19,3
503,7655588,12347,6,2
504,7655588,7673,6,4
505,7655588,21848,19,4
506,7655588,7496,20,6
507,7655588,6011,5,5
508,7655588,8007,19,1
509,7655588,6697,2,3
510,7655589,5052,10,1
511,7655589,948,18,1
512,7655589,5417,8,5
513,7655589,11026,14,1
514,7655589,10782,19,5
515,7655589,20288,8,3
516,7655590,3528,16,3
517,7655590,8445,9,6
518,7655590,8825,3,2
519,7655590,16472,16,4
520,7655590,18825,12,6
521,7655590,16865,19,1
522,7655590,14698,1,4
523,7655590,13322,3,3
524,7655590,20755,13,5
525,7655591,8060,3,6
526,7655591,21777,3,2
527,7655591,19992,11,1
528,7655591,16551,18,2
529,7655592,4627,1,6
530,7655592,2227,7,6
531,7655592,19739,18,1
532,7655592,4976,20,1
533,7655593,11840,18,3
534,7655593,7952,2,2
535,7655593,10723,17,4
536,7655594,14918,7,1
537,7655594,8020,3,5
538,7655595,2216,13,5
539,7655595,13378,1,2
540,7655595,12265,2,1
541,7655596,6960,8,1
542,7655596,21636,14,2
543,7655596,4545,4,2
544,7655596,1296,2,3
545,7655596,4854,4,6
546,7655596,20902,8,3
547,7655596,3011,1,3
548,7655597,360,13,6
549,7655597,6326,8,2
550,7655597,15671,3,3
551,7655597,20464,3,6
552,7655597,10870,18,4
553,7655597,8501,15,2
554,7655597,9085,16,1
555,7655597,6787,19,5
556,7655597,11284,14,3
557,7655598,1241,3,4
558,7655599,15576,8,3
559,7655599,177,1,1
560,7655599,12130,19,2
561,7655599,9054,7,5
562,7655599,13108,20,6
563,7655599,21094,17,1
564,7655599,17265,17,2
565,7655599,21795,18,5
566,7655599,4170,3,3
567,7655600,11148,10,2
568,7655600,12883,19,2
569,7655600,1,1,2
570,7655600,652,1,6
571,7655600,16713,3,2
572,7655600,10167,11,3
573,7655600,2403,4,2
574,7655600,15483,19,4
575,7655601,6787,4,4
576,7655601,8975,20,3
577,7655601,414,19,2
578,7655601,6479,14,2
579,7655602,662,7,2
580,7655602,14610,16,1
581,7655602,16846,10,3
582,7655602,14588,6,1
583,7655602,13190,3,6
584,7655602,21880,6,6
585,7655602,10285,5,6
586,7655602,11851,19,3
587,7655603,10937,13,3
588,7655603,19678,12,2
589,7655604,16983,5,5
590,7655604,6901,9,3
591,7655604,4989,5,3
592,7655604,12985,4,2
593,7655604,18836,2,2
594,7655604,14984,4,2
595,7655605,5250,17,5
596,7655605,6347,6,4
597,7655605,3962,11,6
598,7655605,8813,2,4
599,7655605,19500,9,5
600,7655605,20133,4,1
601,7655605,14482,14,6
602,7655605,4457,15,1
603,7655605,7941,6,2
604,7655605,10336,3,4
605,7655606,20090,4,3
606,7655607,2936,10,2
607,7655607,3640,11,4
608,7655607,6070,7,6
609,7655607,16887,20,2
610,7655607,16848,16,6
611,7655607,1271,17,2
612,7655608,10959,9,3
613,7655609,17730,18,2
614,7655609,6778,17,5
615,7655609,20109,14,4
616,7655609,18359,14,2
617,7655609,2467,20,3
618,7655609,1554,17,3
619,7655609,2590,14,2
620,7655609,16397,10,2
621,7655610,20474,15,4
622,7655610,13701,16,3
623,7655610,9114,19,5
624,7655610,6849,13,2
625,7655610,19894,12,3
626,7655610,16418,14,5
627,7655610,1334,16,3
628,7655610,14498,6,1
629,7655610,3432,17,4
630,7655610,12283,8,1
631,7655611,8241,2,4
632,7655611,19733,9,6
633,7655612,2500,15,6
634,7655612,2252,9,1
635,7655612,9584,16,5
636,7655613,15934,13,2
637,7655613,7316,7,6
638,7655613,8586,5,1
639,7655613,15707,11,3
640,7655613,2794,11,3
641,7655613,4845,12,2
642,7655613,2230,6,6
643,7655613,21636,8,6
644,7655613,2400,18,1
645,7655613,12530,16,5
646,7655614,3445,1,3
647,7655614,13044,16,3
648,7655614,211,7,1
649,7655614,5903,16,5
650,7655614,19009,4,3
651,7655614,14841,8,4
652,7655614,17740,3,6
653,7655615,10642,15,2
654,7655615,14948,13,1
655,7655616,6147,5,4
656,7655616,14623,1,2
657,7655616,17170,6,1
658,7655616,11124,3,6
659,7655616,19065,10,1
660,7655616,4835,13,3
661,7655616,9290,1,1
662,7655616,20901,19,6
663,7655617,15406,16,1
664,7655617,4555,6,4
665,7655617,2604,8,4
666,7655617,5626,3,1
667,7655617,495,7,1
668,7655617,12680,16,3
669,7655617,21359,3,5
670,7655618,10848,2,1
671,7655618,17411,10,4
672,7655618,16872,7,3
673,7655619,6329,15,4
674,7655619,203,16,2
675,7655619,17874,17,6
676,7655619,12039,9,3
677,7655619,6393,16,4
678,7655619,11405,12,1
679,7655619,883,20,5
680,7655620,15690,1,3
681,7655620,6070,2,1
682,7655620,18302,9,6
683,7655620,10337,4,1
684,7655620,21413,12,3
685,7655620,2838,6,3
686,7655620,20455,16,1
687,7655620,17847,11,5
688,7655620,12829,14,4
689,7655620,9720,3,3
690,7655621,1540,3,6
691,7655621,17283,19,3
692,7655621,13627,12,1
693,7655621,10462,14,2
694,7655621,12152,16,4
695,7655622,6141,5,3
696,7655622,6040,14,6
697,7655622,12410,15,6
698,7655622,2303,20,6
699,7655623,1731,1,6
700,7655623,6582,7,1
701,7655623,5084,20,1
702,7655623,3506,18,2
703,7655623,4230,15,1
704,7655623,9798,8,6
705,7655624,11214,10,1
706,7655624,18471,1,6
707,7655624,283,10,5
708,7655624,18326,20,6
709,7655624,9450,3,3
710,7655625,2135,16,3
711,7655625,15367,18,5
712,7655625,5162,15,5
713,7655625,15122,1,1
714,7655625,10472,4,5
715,7655625,3040,1,5
716,7655626,13886,18,5
717,7655627,17039,19,4
718,7655627,13696,18,2
719,7655627,20558,16,3
720,7655627,16207,6,4
721,7655627,15492,5,1
722,7655627,5840,9,5
723,7655627,10528,5,2
724,7655627,20982,10,6
725,7655627,12904,20,5
726,7655628,5887,2,2
727,7655628,4820,7,6
728,7655628,18030,17,2
729,7655628,20283,7,4
730,7655628,3191,16,2
731,7655628,13330,13,6
732,7655628,921,1,6
733,7655628,9831,16,5
734,7655629,18593,9,3
735,7655629,21281,10,1
736,7655629,5319,12,6
737,7655629,17880,12,5
738,7655630,11502,7,1
739,7655630,21193,13,5
740,7655630,16252,3,4
741,7655631,1552,3,2
742,7655631,18866,4,5
743,7655632,14042,7,1
744,7655633,3805,4,3
745,7655633,6939,8,1
746,7655633,13915,17,4
747,7655633,8811,16,4
748,7655633,5355,16,5
749,7655633,5301,14,2
750,7655633,10581,14,6
751,7655633,9687,4,2
752,7655633,11211,18,2
753,7655634,13284,19,2
754,7655634,4200,7,6
755,7655634,4439,6,2
756,7655634,3754,11,4
757,7655634,18141,16,4
758,7655634,8522,11,4
759,7655635,11809,10,4
760,7655635,14478,20,6
761,7655635,20461,11,6
762,7655635,6594,14,5
763,7655635,783,14,5
764,7655635,846,8,1
765,7655635,4148,3,4
766,7655635,190,13,5
767,7655636,20714,17,6
768,7655636,14659,18,3
769,7655636,11065,14,5
770,7655636,17306,20,6
771,7655636,13734,16,2
772,7655636,17801,19,5
773,7655636,12960,16,1
774,7655637,2062,3,5
775,7655637,9620,4,5
776,7655637,18507,6,4
777,7655637,12319,5,3
778,7655637,10321,17,5
779,7655637,1516,10,1
780,7655637,3969,5,5
781,7655637,5624,18,6
782,7655638,13323,6,1
783,7655638,3430,10,6
784,7655638,5470,4,2
785,7655638,659,5,1
786,7655638,1031,9,2
787,7655639,2933,4,2
788,7655639,16072,11,6
789,7655639,7327,17,6
790,7655639,6931,6,3
791,7655640,14098,12,4
792,7655640,16854,3,3
793,7655640,11607,8,1
794,7655640,12127,16,6
795,7655641,19563,1,4
796,7655641,1400,4,1
797,7655641,19370,16,5
798,7655641,15051,1,5
799,7655641,11780,20,2
800,7655641,11422,12,6
801,7655642,11495,7,3
802,7655642,12589,9,2
803,7655643,11614,16,6
804,7655643,13749,13,5
805,7655643,11770,10,3
806,7655643,17996,20,1
807,7655643,6061,12,2
808,7655643,20723,5,1
809,7655644,20898,1,3
810,7655644,16567,10,2
811,7655644,7176,7,3
812,7655644,17664,14,4
813,7655644,14190,15,3
814,7655645,13993,15,5
815,7655645,7856,8,6
816,7655645,16505,16,5
817,7655645,13209,14,6
818,7655645,4379,4,4
819,7655645,20914,14,4
820,7655645,10322,7,1
821,7655645,19180,2,2
822,7655645,12044,1,4
823,7655646,1458,18,4
824,7655646,12460,15,2
825,7655646,888,10,2
826,7655647,18063,19,1
827,7655647,13853,9,6
828,7655647,3159,18,4
829,7655647,13578,5,1
830,7655647,4920,19,1
831,7655647,17622,19,6
832,7655647,387,4,3
833,7655647,20602,15,2
834,7655647,16400,15,5
835,7655647,21010,7,3
836,7655648,7249,14,1
837,7655648,17741,18,5
838,7655648,6919,15,4
839,7655648,6452,1,6
840,7655649,11124,19,6
841,7655649,21121,20,6
842,7655649,7516,16,3
843,7655649,4855,15,3
844,7655649,17340,19,6
845,7655649,17743,2,3
846,7655649,3600,20,2
847,7655649,9589,1,5
848,7655649,21798,3,1
849,7655650,16806,19,4
850,7655650,10846,17,6
851,7655650,14145,13,2
852,7655650,17069,19,3
853,7655650,12553,2,2
854,7655651,19606,2,5
855,7655651,10204,7,4
856,7655651,10790,17,3
857,7655651,13573,15,4
858,7655652,2111,2,5
859,7655652,18375,19,6
860,7655652,11308,19,3
861,7655652,6129,14,6
862,7655652,8206,14,3
863,7655652,15509,4,2
864,7655652,3465,15,6
865,7655652,14932,10,1
866,7655653,505,8,3
867,7655653,8428,15,4
868,7655653,8762,15,5
869,7655653,765,4,2
870,7655653,600,11,3
871,7655653,4310,1,6
872,7655653,1415,6,1
873,7655653,1553,11,3
874,7655653,21042,2,6
875,7655653,9768,13,3
876,7655654,16002,20,1
877,7655654,9394,19,2
878,7655654,8789,15,3
879,7655654,18198,1,6
880,7655654,2727,17,2
881,7655654,4181,16,6
882,7655654,18124,13,1
883,7655654,13438,15,2
884,7655654,21262,8,1
885,7655655,21679,1,5
886,7655655,20641,18,2
887,7655655,17871,20,4
888,7655655,17068,2,6
889,7655655,19802,16,2
890,7655655,18162,17,4
891,7655655,12343,8,6
892,7655655,18142,12,1
893,7655656,18920,20,5
894,7655656,11682,1,2
895,7655656,15111,14,5
896,7655657,6998,14,3
897,7655657,12354,14,4
898,7655657,4078,10,3
899,7655657,4518,16,2
900,7655657,14422,19,1
901,7655657,5735,14,6
902,7655657,14056,6,5
903,7655658,2501,2,1
904,7655658,1667,4,5
905,7655658,1897,14,3
906,7655658,3524,2,5
907,7655659,7301,13,6
908,7655659,20898,1,1
909,7655659,9959,13,4
910,7655659,1516,19,4
911,7655659,3662,5,4
912,7655659,16115,4,6
913,7655659,8656,15,6
914,7655660,20957,2,6
915,7655660,21398,14,2
916,7655660,20669,11,4
917,7655660,7703,9,6
918,7655660,17435,10,5
919,7655661,20111,16,5
920,7655661,11300,11,3
921,7655661,21491,10,6
922,7655661,11408,2,1
923,7655661,21895,2,2
924,7655661,13187,3,2
925,7655661,1092,7,2
926,7655662,6513,14,1
927,7655662,9771,14,5
928,7655662,2943,8,6
929,7655662,11241,9,5
930,7655662,10943,6,3
931,7655662,14625,10,5
932,7655662,12011,20,2
933,7655662,17881,7,2
934,7655662,9086,5,2
935,7655662,15588,7,1
936,7655663,13183,8,2
937,7655663,14914,7,5
938,7655663,14266,4,6
939,7655664,2986,13,3
940,7655664,13263,13,6
941,7655664,6460,2,4
942,7655664,13055,14,5
943,7655664,16064,12,4
944,7655665,6249,9,3
945,7655665,12970,7,2
946,7655665,12638,11,3
947,7655665,3036,8,2
948,7655665,1482,17,6
949,7655665,2877,6,4
950,7655665,866,15,3
951,7655665,2674,9,6
952,7655665,21203,18,4
953,7655666,12235,4,3
954,7655667,14481,2,4
955,7655668,7177,17,5
956,7655668,20925,9,1
957,7655669,2211,14,1
958,7655669,5611,16,5
959,7655669,21654,11,2
960,7655669,13480,19,5
961,7655669,1461,12,2
962,7655669,9043,8,1
963,7655669,1118,19,6
964,7655670,14545,9,2
965,7655670,10334,3,1
966,7655670,17927,18,6
967,7655670,11448,14,3
968,7655670,4791,5,1
969,7655670,4301,6,6
970,7655670,15770,9,6
971,7655670,11737,9,3
972,7655671,21938,1,5
973,7655671,6592,5,2
974,7655671,10550,1,3
975,7655671,1575,9,3
976,7655671,19993,9,4
977,7655671,18240,12,2
978,7655671,14098,9,3
979,7655671,14441,19,6
980,7655671,7794,7,5
981,7655672,17312,15,4
982,7655672,21607,8,5
983,7655672,7258,16,3
984,7655672,1866,11,6
985,7655672,8996,17,5
986,7655672,17794,8,3
987,7655672,19999,3,5
988,7655672,11513,13,6
989,7655672,19659,19,6
990,7655672,263,17,5
991,7655673,19887,1,5
992,7655673,10706,10,4
993,7655673,2956,8,1
994,7655673,11256,6,6
995,7655674,3779,13,1
996,7655674,11026,11,4
997,7655674,19301,12,3
998,7655674,7385,9,2
999,7655675,13008,8,1
1000,7655675,5099,15,3
1001,7655675,16453,7,2
1002,7655676,849,8,4
1003,7655676,8436,12,1
1004,7655677,3723,20,4
1005,7655677,10354,12,1
1006,7655677,22053,19,4
1007,7655677,21546,12,5
1008,7655677,7766,18,1
1009,7655677,8003,13,1
1010,7655677,20180,17,6
1011,7655677,5647,9,3
1012,7655677,17807,11,6
1013,7655678,17519,9,4
1014,7655678,1797,20,3
1015,7655678,4099,7,2
1016,7655678,8074,10,6
1017,7655678,956,15,6
1018,7655678,23,15,4
1019,7655679,13603,10,4
1020,7655679,15820,12,5
1021,7655679,6169,1,2
1022,7655679,10624,5,2
1023,7655679,20925,15,3
1024,7655679,18555,18,5
1025,7655680,21511,8,5
1026,7655680,15470,9,1
1027,7655680,650,8,4
1028,7655681,11074,12,2
1029,7655681,3874,3,6
1030,7655682,13542,6,2
1031,7655682,6733,20,3
1032,7655682,1481,3,6
1033,7655682,10589,9,3
1034,7655682,14824,15,2
1035,7655682,16563,1,5
1036,7655682,16387,20,1
1037,7655682,9300,3,3
1038,7655682,2040,4,3
1039,7655683,13267,11,2
1040,7655683,5528,2,6
1041,7655684,6129,10,3
1042,7655684,17692,12,2
1043,7655684,4517,7,6
1044,7655685,2268,15,4
1045,7655685,20905,4,4
1046,7655685,16078,2,6
1047,7655685,13042,8,5
1048,7655685,18749,3,5
1049,7655685,14338,1,5
1050,7655685,8276,9,6
1051,7655686,11369,10,5
1052,7655686,3013,13,3
1053,7655686,15392,7,3
1054,7655686,9206,19,2
1055,7655686,17736,3,2
1056,7655686,21450,7,5
1057,7655687,10026,7,1
1058,7655687,14350,3,2
1059,7655687,17375,19,5
1060,7655687,6724,2,5
1061,7655687,20602,4,2
1062,7655687,16928,16,2
1063,7655687,11233,8,3
1064,7655687,21290,7,6
1065,7655687,3646,12,6
1066,7655687,6536,11,1
1067,7655688,3557,3,3
1068,7655688,21713,9,1
1069,7655688,13386,5,4
1070,7655688,11668,2,3
1071,7655688,20104,16,5
